ORG_NAME,Part of OrgUnit,ORG_UNIT,Standard Geographical Classification,YEAR,SOURCE,SUB_SECTOR,Building Type,CONNECTION,kWh,GJ,Emissions (tonnes CO2e)
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_AGRICULTURE,8,"168,377",606,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_MANUFACTURING,14,"845,760","3,045",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,7,"366,624","1,320",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,8,"414,868","1,494",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,8,"293,123","1,055",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_TRANSPORTATION,5,"35,579",128,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IND_WOOD,5,"5,425,350","19,531",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,IRRIGATION,6,"40,962",147,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,NON-FOOD RETAIL,25,"1,247,070","4,489",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,OFFICES,40,"848,492","3,055",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,OTHER COMMERCIAL,18,"696,936","2,509",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,RESTAURANT,5,"327,994","1,181",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,SCHOOL,4,"604,527","2,176",141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,STREET LIGHT,3,"3,502",13,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,CSMI,WAREHOUSES,7,"189,448",682,141
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,Res,APARTMENT,56,"396,687","1,428",158
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,Res,COMMON USE,0,0,0,158
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,Res,MOBILE/OTHER,295,"3,309,601","11,915",158
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,Res,ROW HOME,0,0,0,158
Barriere,Thompson-Nicola Regional District,5933074,33074,2022,BC Hydro,Res,SINGLE/DUPLEX,586,"10,057,842","36,208",158
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,CONSTRUCTION,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,FOOD RETAIL,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,HOTELS,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_AGRICULTURE,10,"8,039,539","28,942",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,5,"454,788","1,637",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_MANUFACTURING,10,"2,875,067","10,350",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,7,"361,815","1,303",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,6,"187,153",674,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_TRANSPORTATION,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IND_WOOD,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,NON-FOOD RETAIL,14,"2,035,820","7,329",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,OFFICES,7,"6,696,428","24,107",239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,OTHER COMMERCIAL,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,RESTAURANT,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,SCHOOL,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,STREET LIGHT,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,CSMI,WAREHOUSES,10,"133,542",481,239
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,Res,APARTMENT,0,0,0,7
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,Res,COMMON USE,0,0,0,7
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,Res,MOBILE/OTHER,14,"140,785",507,7
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,Res,ROW HOME,0,0,0,7
Kelowna,Central Okanagan Regional District,5935010,35010,2022,BC Hydro,Res,SINGLE/DUPLEX,22,"449,531","1,618",7
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,CONSTRUCTION,32,"174,330",628,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,FOOD RETAIL,12,"2,489,858","8,963",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,HEALTH SERVICES,10,"433,706","1,561",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,HOTELS,28,"799,172","2,877",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_AGRICULTURE,247,"6,662,095","23,984",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,25,"5,401,249","19,444",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_MANUFACTURING,38,"1,747,558","6,291",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,45,"1,623,797","5,846",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,80,"1,999,409","7,198",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,13,"431,106","1,552",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_TRANSPORTATION,11,"107,856",388,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IND_WOOD,5,"407,936","1,469",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,IRRIGATION,31,"698,361","2,514",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,NON-FOOD RETAIL,102,"3,839,516","13,822",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,OFFICES,86,"3,633,131","13,079",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,OTHER COMMERCIAL,50,"2,549,615","9,179",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,RESTAURANT,26,"2,173,618","7,825",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,SCHOOL,9,"2,654,654","9,557",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,STREET LIGHT,65,"366,826","1,321",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,CSMI,WAREHOUSES,11,"383,041","1,379",444
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,Res,APARTMENT,517,"3,389,853","12,203",932
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,Res,COMMON USE,42,"1,566,858","5,641",932
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,Res,MOBILE/OTHER,346,"3,216,900","11,581",932
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,Res,ROW HOME,545,"5,009,209","18,033",932
Lake Country,Central Okanagan Regional District,5935016,35016,2022,BC Hydro,Res,SINGLE/DUPLEX,"4,763","67,831,188","244,192",932
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,CONSTRUCTION,13,"63,381",228,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,FOOD RETAIL,3,"934,953","3,366",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,HEALTH SERVICES,3,"48,820",176,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,HOTELS,4,"163,935",590,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_AGRICULTURE,23,"429,044","1,545",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,3,"141,327",509,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_MANUFACTURING,4,"37,101",134,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,14,"1,205,614","4,340",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,30,"386,374","1,391",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,3,"26,134",94,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_TRANSPORTATION,3,"10,295",37,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IND_WOOD,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,NON-FOOD RETAIL,24,"408,936","1,472",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,OFFICES,48,"892,067","3,211",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,OTHER COMMERCIAL,21,"641,814","2,311",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,RESTAURANT,14,"720,367","2,593",74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,SCHOOL,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,STREET LIGHT,11,"248,935",896,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,CSMI,WAREHOUSES,7,"67,926",245,74
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,Res,APARTMENT,253,"1,808,363","6,510",350
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,Res,COMMON USE,30,"806,435","2,903",350
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,Res,MOBILE/OTHER,168,"1,261,226","4,540",350
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,Res,ROW HOME,342,"1,834,795","6,605",350
Peachland,Central Okanagan Regional District,5935018,35018,2022,BC Hydro,Res,SINGLE/DUPLEX,"2,093","24,694,804","88,901",350
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,CONSTRUCTION,49,"680,507","2,450","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,FOOD RETAIL,18,"3,044,259","10,959","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,HEALTH SERVICES,16,"196,395",707,"1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,HOTELS,24,"1,738,522","6,259","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_AGRICULTURE,112,"4,810,908","17,319","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_CHEMICAL,10,"1,552,242","5,588","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,44,"9,915,238","35,695","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_MANUFACTURING,99,"3,653,637","13,153","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,69,"3,031,229","10,912","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,139,"5,898,681","21,235","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,61,"1,358,169","4,889","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_TRANSPORTATION,24,"1,770,339","6,373","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IND_WOOD,29,"29,090,503","104,726","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,IRRIGATION,25,"468,865","1,688","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,NON-FOOD RETAIL,249,"8,568,326","30,846","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,NURSING HOME,4,"4,072,227","14,660","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,OFFICES,232,"8,710,710","31,359","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,OTHER COMMERCIAL,52,"5,562,269","20,024","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,RESTAURANT,28,"2,850,792","10,263","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,SCHOOL,28,"5,782,739","20,818","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,STREET LIGHT,32,"178,787",644,"1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,"1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,CSMI,WAREHOUSES,132,"5,628,549","20,263","1,248"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,Res,APARTMENT,"2,153","11,252,392","40,509","2,025"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,Res,COMMON USE,155,"10,778,328","38,802","2,025"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,Res,MOBILE/OTHER,613,"5,100,324","18,361","2,025"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,Res,ROW HOME,834,"6,654,776","23,957","2,025"
West Kelowna,Central Okanagan Regional District,5935029,35029,2022,BC Hydro,Res,SINGLE/DUPLEX,"11,420","142,340,411","512,425","2,025"
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,CONSTRUCTION,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,FOOD RETAIL,6,"896,552","3,228",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,HOTELS,3,"201,910",727,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_AGRICULTURE,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,3,"372,571","1,341",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_MANUFACTURING,11,"332,061","1,195",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,5,"100,922",363,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,8,"153,207",552,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,3,"120,141",433,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_TRANSPORTATION,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IND_WOOD,11,"454,698","1,637",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,NON-FOOD RETAIL,34,"1,007,837","3,628",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,OFFICES,27,"801,198","2,884",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,OTHER COMMERCIAL,16,"547,940","1,973",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,RESTAURANT,11,"478,757","1,724",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,SCHOOL,4,"622,339","2,240",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,STREET LIGHT,6,"177,929",641,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,CSMI,WAREHOUSES,9,"555,443","2,000",78
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,Res,APARTMENT,28,"179,360",646,97
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,Res,COMMON USE,14,"173,067",623,97
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,Res,MOBILE/OTHER,65,"550,918","1,983",97
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,Res,ROW HOME,81,"565,036","2,034",97
Lumby,North Okanagan Regional District,5937005,37005,2022,BC Hydro,Res,SINGLE/DUPLEX,714,"6,996,009","25,186",97
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,CONSTRUCTION,9,"40,539",146,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,FOOD RETAIL,4,"353,021","1,271",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,HOTELS,3,"498,740","1,795",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_AGRICULTURE,200,"3,326,906","11,977",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,3,"4,924,691","17,729",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_MANUFACTURING,14,"1,414,154","5,091",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,29,"1,192,796","4,294",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,50,"474,141","1,707",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,9,"225,021",810,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_TRANSPORTATION,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IND_WOOD,12,"1,029,887","3,708",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,IRRIGATION,19,"302,527","1,089",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,NON-FOOD RETAIL,12,"503,043","1,811",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,NURSING HOME,4,"115,206",415,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,OFFICES,49,"3,559,469","12,814",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,OTHER COMMERCIAL,13,"122,567",441,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,RESTAURANT,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,SCHOOL,7,"1,676,835","6,037",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,STREET LIGHT,21,"664,238","2,391",235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,CSMI,WAREHOUSES,0,0,0,235
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,Res,APARTMENT,68,"424,923","1,530",585
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,Res,COMMON USE,17,"364,995","1,314",585
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,Res,MOBILE/OTHER,287,"2,270,899","8,175",585
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,Res,ROW HOME,123,"880,910","3,171",585
Coldstream,North Okanagan Regional District,5937010,37010,2022,BC Hydro,Res,SINGLE/DUPLEX,"3,710","46,956,877","169,045",585
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,CONSTRUCTION,33,"403,382","1,452","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,FOOD RETAIL,50,"15,824,420","56,968","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,HEALTH SERVICES,98,"3,007,947","10,829","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,HOTELS,48,"13,832,372","49,797","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_AGRICULTURE,59,"3,399,890","12,240","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_CHEMICAL,11,"5,926,500","21,335","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,53,"7,664,502","27,592","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_MANUFACTURING,189,"6,334,230","22,803","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,96,"8,419,660","30,311","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,180,"7,792,320","28,052","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,74,"3,016,170","10,858","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_TRANSPORTATION,79,"971,503","3,497","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IND_WOOD,29,"1,877,004","6,757","2,078"
Vernon,North Okanagan Regional District,5937014,37014,2022,BC Hydro,CSMI,IRRIGATION,11,"3,832,786","13,798","2,078"
